k;s;d;recall;
666;(90579,2,56);0.296760;0.969970;
667;(102151,0,136);0.296775;0.968516;
668;(115045,0,51);0.296775;0.967066;
669;(105874,1,1427);0.296779;0.965620;
670;(30275,0,3);0.296888;0.964179;
671;(6423,2,113);0.296929;0.962742;
672;(11106,2,46);0.296929;0.961310;
673;(11120,4,24);0.296929;0.959881;
674;(28393,2,91);0.296929;0.958457;
675;(107410,4,85);0.296929;0.957037;
676;(23826,3,2);0.296986;0.955621;
677;(30065,2,22);0.297025;0.954210;
678;(63508,1,60);0.297039;0.952802;
679;(45717,0,82);0.297048;0.951399;
680;(110308,0,106);0.297048;0.950000;
681;(30065,2,23);0.297084;0.948605;
682;(30781,0,5);0.297095;0.947214;
683;(111412,0,1247);0.297096;0.945827;
684;(29853,0,170);0.297112;0.944444;
685;(29853,0,175);0.297254;0.943066;
686;(40135,0,14);0.297316;0.941691;
687;(115841,0,228);0.297339;0.940320;
688;(76044,4,1266);0.297371;0.938953;
689;(45717,0,3);0.297384;0.937591;
690;(83486,4,29);0.297384;0.936232;
691;(110308,0,30);0.297384;0.934877;
692;(29853,0,79);0.297486;0.933526;
693;(23815,3,87);0.297558;0.932179;
694;(41094,0,1);0.297644;0.930836;
695;(77401,1,381);0.297668;0.929496;
696;(95210,1,381);0.297668;0.928161;
697;(86155,1,10);0.297716;0.926829;
698;(26330,0,124);0.297777;0.925501;
699;(59307,0,0);0.297817;0.924177;
700;(7369,0,98);0.297852;0.922857;
701;(7555,0,41);0.297852;0.921541;
702;(9175,0,98);0.297852;0.920228;
703;(10283,0,98);0.297852;0.918919;
704;(11835,0,85);0.297852;0.917614;
705;(13459,0,98);0.297852;0.916312;
706;(14460,0,55);0.297852;0.915014;
707;(14774,0,52);0.297852;0.913720;
708;(19025,0,46);0.297852;0.912429;
709;(19230,0,98);0.297852;0.911142;
710;(20235,0,31);0.297852;0.909859;
711;(21879,0,88);0.297852;0.908579;
712;(22567,0,26);0.297852;0.907303;
713;(22959,0,75);0.297852;0.906031;
714;(24739,0,98);0.297852;0.904762;
715;(24806,0,96);0.297852;0.903497;
716;(24922,0,98);0.297852;0.902235;
717;(25904,0,75);0.297852;0.900976;
718;(27775,0,29);0.297852;0.899721;
719;(28015,0,58);0.297852;0.898470;
720;(28086,0,96);0.297852;0.897222;
721;(29204,0,50);0.297852;0.895978;
722;(29659,0,82);0.297852;0.894737;
723;(30131,0,82);0.297852;0.893499;
724;(33098,0,41);0.297852;0.892265;
725;(33418,0,98);0.297852;0.891034;
726;(33929,0,98);0.297852;0.889807;
727;(37612,0,70);0.297852;0.888583;
728;(37826,0,47);0.297852;0.887363;
729;(39552,0,91);0.297852;0.886145;
730;(39817,0,98);0.297852;0.884932;
731;(40000,0,98);0.297852;0.883721;
732;(41279,0,89);0.297852;0.882514;
733;(43003,0,98);0.297852;0.881310;
734;(43693,0,45);0.297852;0.880109;
735;(44001,0,96);0.297852;0.878912;
736;(44856,0,98);0.297852;0.877717;
737;(45089,0,98);0.297852;0.876526;
738;(49783,0,98);0.297852;0.875339;
739;(49922,0,59);0.297852;0.874154;
740;(51320,0,85);0.297852;0.872973;
741;(52426,0,98);0.297852;0.871795;
742;(52897,0,98);0.297852;0.870620;
743;(55222,0,85);0.297852;0.869448;
744;(56126,0,52);0.297852;0.868280;
745;(56529,0,73);0.297852;0.867114;
746;(56589,0,84);0.297852;0.865952;
747;(56776,0,85);0.297852;0.864793;
748;(57556,0,96);0.297852;0.863636;
749;(57970,0,96);0.297852;0.862483;
750;(58987,0,84);0.297852;0.861333;
751;(60313,0,98);0.297852;0.860186;
752;(62208,0,73);0.297852;0.859043;
753;(62478,0,81);0.297852;0.857902;
754;(63230,0,98);0.297852;0.856764;
755;(63336,0,98);0.297852;0.855629;
756;(67111,0,80);0.297852;0.854497;
757;(71688,0,98);0.297852;0.853369;
758;(72376,0,98);0.297852;0.852243;
759;(73700,0,56);0.297852;0.851120;
760;(73884,0,98);0.297852;0.850000;
761;(74583,0,47);0.297852;0.848883;
762;(75554,0,59);0.297852;0.847769;
763;(76199,0,98);0.297852;0.846658;
764;(76342,0,98);0.297852;0.845550;
765;(76398,0,35);0.297852;0.844444;
766;(77902,0,98);0.297852;0.843342;
767;(79121,0,59);0.297852;0.842242;
768;(79805,0,73);0.297852;0.841146;
769;(80206,0,98);0.297852;0.840052;
770;(81745,0,81);0.297852;0.838961;
771;(81912,0,98);0.297852;0.837873;
772;(81954,0,96);0.297852;0.836788;
773;(84560,0,85);0.297852;0.835705;
774;(84990,0,98);0.297852;0.834625;
775;(89308,0,82);0.297852;0.833548;
776;(90374,0,98);0.297852;0.832474;
777;(93015,0,98);0.297852;0.831403;
778;(93810,0,88);0.297852;0.830334;
779;(94215,0,88);0.297852;0.829268;
780;(94690,0,98);0.297852;0.828205;
781;(95334,0,82);0.297852;0.827145;
782;(95924,0,80);0.297852;0.826087;
783;(96282,0,67);0.297852;0.825032;
784;(96447,0,39);0.297852;0.823980;
785;(97547,0,82);0.297852;0.822930;
786;(97734,0,82);0.297852;0.821883;
787;(98422,0,98);0.297852;0.820839;
788;(98709,0,82);0.297852;0.819797;
789;(100548,0,78);0.297852;0.818758;
790;(101817,0,85);0.297852;0.817722;
791;(101931,0,73);0.297852;0.816688;
792;(102201,0,69);0.297852;0.815657;
793;(106228,0,48);0.297852;0.814628;
794;(108294,0,84);0.297852;0.813602;
795;(108304,0,93);0.297852;0.812579;
796;(109750,0,98);0.297852;0.811558;
797;(111791,0,82);0.297852;0.810540;
798;(112102,3,67);0.297852;0.809524;
799;(112949,0,98);0.297852;0.808511;
800;(115239,0,33);0.297852;0.807500;
801;(115292,0,85);0.297852;0.806492;
802;(87899,0,65);0.297871;0.805486;
803;(64232,3,9);0.297904;0.804483;
804;(112102,3,48);0.297966;0.803483;
805;(61085,0,4);0.298127;0.802484;
806;(81571,0,36);0.298127;0.801489;
807;(22948,9,67);0.298373;0.800496;
808;(20446,1,270);0.298384;0.799505;
809;(72570,1,1);0.298484;0.798517;
810;(40251,3,67);0.298594;0.797531;
811;(47705,4,578);0.298882;0.796547;
812;(45001,4,46);0.299027;0.795566;
813;(75968,0,0);0.299027;0.794588;
814;(88363,0,0);0.299027;0.793612;
815;(98002,0,19);0.299037;0.792638;
816;(36619,0,2);0.299079;0.791667;
817;(70000,4,33);0.299137;0.790698;
818;(7500,2,40);0.299197;0.789731;
819;(32981,1,97);0.299197;0.788767;
820;(53046,1,339);0.299224;0.787805;
821;(21354,2,4);0.299377;0.786845;
822;(58676,0,12);0.299604;0.785888;
823;(43083,1,19);0.299632;0.784933;
824;(78957,6,2);0.299645;0.783981;
825;(74181,3,17);0.299654;0.783030;
826;(89587,1,178);0.299704;0.782082;
827;(11962,1,17);0.299966;0.781137;
828;(72758,4,62);0.300094;0.780193;
829;(113724,1,38);0.300487;0.779252;
830;(80397,1,0);0.300695;0.778313;
831;(104358,1,15);0.300745;0.777377;
832;(108636,1,16);0.300745;0.776442;
833;(11708,0,0);0.300871;0.775510;
834;(5243,5,0);0.300907;0.774580;
835;(50290,5,0);0.300907;0.773653;
836;(54555,5,0);0.300907;0.772727;
837;(6462,4,15);0.300958;0.771804;
838;(58263,0,56);0.300987;0.770883;
839;(16763,2,5);0.301269;0.769964;
840;(93093,1,37);0.301432;0.769048;
841;(7097,0,7);0.301449;0.768133;
842;(10302,0,9);0.301449;0.767221;
843;(13810,0,8);0.301449;0.766311;
844;(16450,0,7);0.301449;0.765403;
845;(23642,1,3);0.301449;0.764497;
846;(32306,1,2);0.301449;0.763593;
847;(33484,1,3);0.301449;0.762692;
848;(42430,1,1);0.301449;0.761792;
849;(46295,1,4);0.301449;0.760895;
850;(47811,2,1);0.301449;0.760000;
851;(59191,1,1);0.301449;0.759107;
852;(71938,0,7);0.301449;0.758216;
853;(78124,0,9);0.301449;0.757327;
854;(93695,0,10);0.301449;0.756440;
855;(93952,1,3);0.301449;0.755556;
856;(94124,0,7);0.301449;0.754673;
857;(102573,0,0);0.301449;0.753792;
858;(107614,0,3);0.301449;0.752914;
859;(109644,0,7);0.301449;0.752037;
860;(112591,0,7);0.301449;0.751163;
861;(113678,0,8);0.301449;0.750290;
862;(39526,4,14);0.301467;0.749420;
863;(57790,2,93);0.301467;0.748552;
864;(62375,1,17);0.301467;0.747685;
865;(82354,2,10);0.301467;0.746821;
866;(14335,2,1);0.301488;0.745958;
867;(38065,0,5);0.301488;0.745098;
868;(67362,0,5);0.301488;0.744240;
869;(108905,0,5);0.301488;0.743383;
870;(109042,5,14);0.301488;0.742529;
871;(116082,0,8);0.301488;0.741676;
872;(22355,0,1);0.301495;0.740826;
873;(37570,0,9);0.301556;0.739977;
874;(3099,0,5);0.301652;0.739130;
875;(108473,0,5);0.301652;0.738286;
876;(93093,1,36);0.301667;0.737443;
877;(24054,3,0);0.301679;0.736602;
878;(52264,0,7);0.301740;0.735763;
879;(46982,0,113);0.301906;0.734926;
880;(16787,0,6);0.302180;0.734091;
881;(98002,0,22);0.302283;0.733258;
882;(22560,0,1);0.302429;0.732426;
883;(68167,1,15);0.302429;0.731597;
884;(111930,0,1);0.302429;0.730769;
885;(81246,1,1);0.302497;0.729944;
886;(69410,1,8);0.302680;0.729120;
887;(51760,0,9);0.302690;0.728298;
888;(40169,0,15);0.302778;0.727477;
889;(22418,1,2);0.302962;0.726659;
890;(87988,3,18);0.303033;0.725843;
891;(31433,1,5);0.303046;0.725028;
892;(99527,5,2);0.303046;0.724215;
893;(115620,2,1);0.303096;0.723404;
894;(112515,0,36);0.303174;0.722595;
895;(24853,3,20);0.303459;0.721788;
896;(112102,3,59);0.303488;0.720982;
897;(63120,3,207);0.303635;0.720178;
898;(62106,0,6);0.303685;0.719376;
899;(30920,0,9);0.303723;0.718576;
900;(111265,4,287);0.303950;0.717778;
901;(87657,1,51);0.304009;0.716981;
902;(19512,1,1);0.304031;0.716186;
903;(83810,3,326);0.304062;0.715393;
904;(29703,7,0);0.304159;0.714602;
905;(101084,5,3);0.304168;0.713812;
906;(70895,2,5);0.304279;0.713024;
907;(91730,1,32);0.304279;0.712238;
908;(98953,0,0);0.304279;0.711454;
909;(105874,1,1424);0.304328;0.710671;
910;(53046,1,180);0.304328;0.709890;
911;(111412,0,474);0.304343;0.709111;
912;(38302,0,0);0.304375;0.708333;
913;(46416,0,0);0.304375;0.707557;
914;(64071,0,1);0.304375;0.706783;
915;(90793,0,1);0.304375;0.706011;
916;(113355,0,1);0.304375;0.705240;
917;(22758,1,17);0.304391;0.704471;
918;(82354,0,1);0.304488;0.703704;
919;(40662,3,2);0.304556;0.702938;
920;(3610,2,2);0.304637;0.702174;
921;(8648,2,0);0.304637;0.701411;
922;(84507,3,74);0.304637;0.700651;
923;(111412,0,1476);0.304999;0.699892;
924;(6707,2,24);0.305142;0.699134;
925;(90174,2,4);0.305169;0.698378;
926;(14370,0,6);0.305227;0.697624;
927;(37258,0,6);0.305227;0.696872;
928;(87545,0,6);0.305227;0.696121;
929;(104760,0,6);0.305227;0.695371;
930;(36007,2,10);0.305253;0.694624;
931;(106295,1,33);0.305285;0.693878;
932;(24457,4,5);0.305286;0.693133;
933;(45271,0,13);0.305303;0.692390;
934;(84303,0,13);0.305303;0.691649;
935;(76044,3,1330);0.305345;0.690909;
936;(22557,0,2);0.305356;0.690171;
937;(63120,3,951);0.305388;0.689434;
938;(98936,1,386);0.305400;0.688699;
939;(12130,2,21);0.305445;0.687966;
940;(577,0,38);0.305467;0.687234;
941;(6792,0,17);0.305467;0.686504;
942;(7097,0,28);0.305467;0.685775;
943;(7737,0,13);0.305467;0.685048;
944;(8480,1,3);0.305467;0.684322;
945;(9503,1,0);0.305467;0.683598;
946;(10302,0,29);0.305467;0.682875;
947;(12516,0,19);0.305467;0.682154;
948;(13810,0,29);0.305467;0.681435;
949;(16450,0,28);0.305467;0.680717;
950;(16753,0,15);0.305467;0.680000;
951;(20634,0,5);0.305467;0.679285;
952;(28810,0,6);0.305467;0.678571;
953;(29993,0,0);0.305467;0.677859;
954;(35345,1,3);0.305467;0.677149;
955;(39959,7,11);0.305467;0.676440;
956;(45505,1,0);0.305467;0.675732;
957;(46142,0,19);0.305467;0.675026;
958;(51218,0,8);0.305467;0.674322;
959;(57264,1,0);0.305467;0.673618;
960;(58647,0,0);0.305467;0.672917;
961;(60276,0,37);0.305467;0.672216;
962;(68052,1,2);0.305467;0.671518;
963;(69621,1,0);0.305467;0.670820;
964;(70118,0,31);0.305467;0.670124;
965;(71437,0,38);0.305467;0.669430;
966;(71938,0,28);0.305467;0.668737;
967;(73360,1,0);0.305467;0.668046;
968;(75612,1,0);0.305467;0.667355;
969;(78124,0,29);0.305467;0.666667;
970;(78910,0,11);0.305467;0.665979;
971;(82452,1,0);0.305467;0.665294;
972;(88535,0,9);0.305467;0.664609;
973;(93695,0,27);0.305467;0.663926;
974;(94124,0,28);0.305467;0.663244;
975;(98921,1,1);0.305467;0.662564;
976;(102573,0,20);0.305467;0.661885;
977;(107614,0,24);0.305467;0.661208;
978;(109644,0,28);0.305467;0.660532;
979;(110315,1,4);0.305467;0.659857;
980;(112591,0,28);0.305467;0.659184;
981;(113678,0,29);0.305467;0.658512;
982;(114371,1,0);0.305467;0.657841;
983;(82566,0,42);0.305569;0.657172;
984;(103953,0,42);0.305569;0.656504;
985;(30347,1,12);0.305600;0.655838;
986;(97316,1,27);0.305628;0.655172;
987;(18617,1,379);0.305629;0.654509;
988;(38465,1,0);0.305664;0.653846;
989;(95794,0,15);0.305664;0.653185;
990;(79651,1,4);0.305678;0.652525;
991;(30920,0,18);0.305788;0.651867;
992;(33368,3,0);0.305893;0.651210;
993;(33368,4,4);0.305893;0.650554;
994;(45717,0,87);0.305893;0.649899;
995;(110308,0,109);0.305893;0.649246;
996;(74667,1,1);0.305914;0.648594;
997;(46423,0,22);0.305928;0.647944;
998;(111392,0,942);0.305940;0.647295;
999;(78503,2,95);0.306015;0.646647;
1000;(89994,2,95);0.306015;0.646000;
1001;(42839,0,161);0.306035;0.645355;
1002;(22758,1,21);0.306138;0.644711;
1003;(3638,1,0);0.306275;0.644068;
1004;(17484,1,0);0.306275;0.643426;
1005;(94438,1,0);0.306275;0.642786;
1006;(30065,2,17);0.306486;0.642147;
1007;(65326,3,12);0.306486;0.641509;
1008;(4870,1,2);0.306523;0.640873;
1009;(93970,3,183);0.306569;0.640238;
1010;(69616,3,16);0.306805;0.639604;
1011;(46676,0,180);0.306963;0.638971;
1012;(3307,9,15);0.307016;0.638340;
1013;(4898,8,23);0.307016;0.637710;
1014;(5101,1,17);0.307016;0.637081;
1015;(10894,6,3);0.307016;0.636453;
1016;(11598,8,12);0.307016;0.635827;
1017;(26606,5,178);0.307016;0.635202;
1018;(26606,6,176);0.307016;0.634578;
1019;(27549,2,9);0.307016;0.633955;
1020;(30632,5,6);0.307016;0.633333;
1021;(30989,5,29);0.307016;0.632713;
1022;(43875,35,110);0.307016;0.632094;
1023;(49540,2,4);0.307016;0.631476;
1024;(55844,4,25);0.307016;0.630859;
1025;(61207,2,48);0.307016;0.630244;
1026;(65142,35,186);0.307016;0.629630;
1027;(67266,2,1);0.307016;0.629017;
1028;(68774,7,25);0.307016;0.628405;
1029;(70029,11,57);0.307016;0.627794;
1030;(70029,12,58);0.307016;0.627184;
1031;(76940,3,28);0.307016;0.626576;
1032;(77379,6,67);0.307016;0.625969;
1033;(78521,1,20);0.307016;0.625363;
1034;(79086,6,183);0.307016;0.624758;
1035;(86944,4,8);0.307016;0.624155;
1036;(91462,35,186);0.307016;0.623552;
1037;(94431,1,9);0.307016;0.622951;
1038;(94993,35,110);0.307016;0.622351;
1039;(98024,6,1154);0.307016;0.621752;
1040;(106538,36,302);0.307016;0.621154;
1041;(108418,4,23);0.307016;0.620557;
1042;(115343,5,9);0.307016;0.619962;
1043;(19496,3,72);0.307032;0.619367;
1044;(284,0,8);0.307141;0.618774;
1045;(455,0,22);0.307141;0.618182;
1046;(777,0,3);0.307141;0.617591;
1047;(2485,0,4);0.307141;0.617001;
1048;(3141,0,0);0.307141;0.616412;
1049;(3736,0,3);0.307141;0.615825;
1050;(4514,0,0);0.307141;0.615238;
1051;(5829,0,0);0.307141;0.614653;
1052;(6387,3,7);0.307141;0.614068;
1053;(7783,0,12);0.307141;0.613485;
1054;(7838,0,5);0.307141;0.612903;
1055;(8720,0,1);0.307141;0.612322;
1056;(8732,0,0);0.307141;0.611742;
1057;(9302,0,1);0.307141;0.611164;
1058;(10594,0,0);0.307141;0.610586;
1059;(10616,0,0);0.307141;0.610009;
1060;(11070,0,1);0.307141;0.609434;
1061;(11400,0,2);0.307141;0.608860;
1062;(11965,0,0);0.307141;0.608286;
1063;(11966,3,10);0.307141;0.607714;
1064;(13484,1,95);0.307141;0.607143;
1065;(13535,0,6);0.307141;0.606573;
1066;(14056,0,0);0.307141;0.606004;
1067;(14285,0,1);0.307141;0.605436;
1068;(15531,0,26);0.307141;0.604869;
1069;(15757,0,3);0.307141;0.604303;
1070;(16523,0,1);0.307141;0.603738;
1071;(16722,0,1);0.307141;0.603175;
1072;(21603,0,0);0.307141;0.602612;
1073;(22217,0,0);0.307141;0.602050;
1074;(22740,0,4);0.307141;0.601490;
1075;(25035,0,2);0.307141;0.600930;
1076;(25113,0,2);0.307141;0.600372;
1077;(26751,3,8);0.307141;0.599814;
1078;(27093,0,0);0.307141;0.599258;
1079;(27319,0,1);0.307141;0.598702;
1080;(27557,0,0);0.307141;0.598148;
1081;(28339,0,5);0.307141;0.597595;
1082;(30367,0,4);0.307141;0.597043;
1083;(30408,0,13);0.307141;0.596491;
1084;(31040,0,0);0.307141;0.595941;
1085;(32981,0,224);0.307141;0.595392;
1086;(32987,1,27);0.307141;0.594843;
1087;(33285,0,0);0.307141;0.594296;
1088;(33715,0,0);0.307141;0.593750;
1089;(34566,0,6);0.307141;0.593205;
1090;(34890,0,0);0.307141;0.592661;
1091;(35027,0,0);0.307141;0.592117;
1092;(35580,0,2);0.307141;0.591575;
1093;(36673,0,1);0.307141;0.591034;
1094;(38320,0,0);0.307141;0.590494;
1095;(39588,0,2);0.307141;0.589954;
1096;(39641,0,2);0.307141;0.589416;
1097;(39709,3,13);0.307141;0.588879;
1098;(40507,0,10);0.307141;0.588342;
1099;(42264,0,1);0.307141;0.587807;
1100;(42434,0,7);0.307141;0.587273;
1101;(43229,0,1);0.307141;0.586739;
1102;(43333,0,9);0.307141;0.586207;
1103;(43416,0,3);0.307141;0.585675;
1104;(44792,0,3);0.307141;0.585145;
1105;(45557,0,13);0.307141;0.584615;
1106;(45988,0,8);0.307141;0.584087;
1107;(46262,0,0);0.307141;0.583559;
1108;(46322,0,0);0.307141;0.583032;
1109;(46531,0,0);0.307141;0.582507;
1110;(47169,0,1);0.307141;0.581982;
1111;(48573,0,34);0.307141;0.581458;
1112;(49520,0,4);0.307141;0.580935;
1113;(49633,0,1);0.307141;0.580413;
1114;(51878,0,1);0.307141;0.579892;
1115;(53835,0,1);0.307141;0.579372;
1116;(55865,0,0);0.307141;0.578853;
1117;(55989,0,2);0.307141;0.578335;
1118;(58015,0,2);0.307141;0.577818;
1119;(59379,0,13);0.307141;0.577301;
1120;(60815,0,0);0.307141;0.576786;
1121;(60950,3,11);0.307141;0.576271;
1122;(60985,0,3);0.307141;0.575758;
1123;(62914,0,4);0.307141;0.575245;
1124;(62922,0,1);0.307141;0.574733;
1125;(63393,0,0);0.307141;0.574222;
1126;(63404,0,3);0.307141;0.573712;
1127;(63478,0,4);0.307141;0.573203;
1128;(64224,0,0);0.307141;0.572695;
1129;(64279,0,3);0.307141;0.572188;
1130;(64934,0,2);0.307141;0.571681;
1131;(65277,0,1);0.307141;0.571176;
1132;(65304,0,1);0.307141;0.570671;
1133;(66432,0,6);0.307141;0.570168;
1134;(69167,0,15);0.307141;0.569665;
1135;(69392,0,1);0.307141;0.569163;
1136;(70430,0,1);0.307141;0.568662;
1137;(70968,0,17);0.307141;0.568162;
1138;(72536,0,0);0.307141;0.567663;
1139;(72560,0,6);0.307141;0.567164;
1140;(75465,0,0);0.307141;0.566667;
1141;(76332,0,0);0.307141;0.566170;
1142;(76647,0,1);0.307141;0.565674;
1143;(78137,0,2);0.307141;0.565179;
1144;(78677,0,2);0.307141;0.564685;
1145;(80956,0,1);0.307141;0.564192;
1146;(81746,0,0);0.307141;0.563700;
1147;(81961,0,0);0.307141;0.563208;
1148;(82242,0,4);0.307141;0.562718;
1149;(82600,0,7);0.307141;0.562228;
1150;(82396,0,7);0.307141;0.561739;
1151;(83540,0,3);0.307141;0.561251;
1152;(84543,0,2);0.307141;0.560764;
1153;(85098,0,0);0.307141;0.560278;
1154;(87640,0,5);0.307141;0.559792;
1155;(88941,0,0);0.307141;0.559307;
1156;(88943,0,11);0.307141;0.558824;
1157;(89049,0,0);0.307141;0.558341;
1158;(89610,0,0);0.307141;0.557858;
1159;(89786,0,7);0.307141;0.557377;
1160;(90852,0,0);0.307141;0.556897;
1161;(90996,0,0);0.307141;0.556417;
1162;(91707,0,3);0.307141;0.555938;
1163;(91818,0,0);0.307141;0.555460;
1164;(92033,0,1);0.307141;0.554983;
1165;(94843,0,14);0.307141;0.554506;
1166;(95112,0,0);0.307141;0.554031;
1167;(95600,0,1);0.307141;0.553556;
1168;(95834,0,0);0.307141;0.553082;
1169;(95856,0,14);0.307141;0.552609;
1170;(96411,0,3);0.307141;0.552137;
1171;(96809,0,8);0.307141;0.551665;
1172;(99907,0,1);0.307141;0.551195;
1173;(99872,0,14);0.307141;0.550725;
1174;(100431,0,2);0.307141;0.550256;
1175;(101644,0,4);0.307141;0.549787;
1176;(101967,0,1);0.307141;0.549320;
1177;(102213,0,3);0.307141;0.548853;
1178;(102289,3,9);0.307141;0.548387;
1179;(102318,0,0);0.307141;0.547922;
1180;(102938,0,5);0.307141;0.547458;
1181;(104836,0,0);0.307141;0.546994;
1182;(105853,0,1);0.307141;0.546531;
1183;(106752,0,2);0.307141;0.546069;
1184;(106947,0,6);0.307141;0.545608;
1185;(107625,0,2);0.307141;0.545148;
1186;(107642,0,0);0.307141;0.544688;
1187;(107999,0,12);0.307141;0.544229;
1188;(109417,0,0);0.307141;0.543771;
1189;(109675,0,7);0.307141;0.543314;
1190;(110066,0,0);0.307141;0.542857;
1191;(110688,0,0);0.307141;0.542401;
1192;(111721,0,3);0.307141;0.541946;
1193;(113634,0,2);0.307141;0.541492;
1194;(114117,0,0);0.307141;0.541039;
1195;(114190,0,0);0.307141;0.540586;
1196;(116032,0,16);0.307141;0.540134;
1197;(87991,0,2);0.307160;0.539683;
1198;(30847,0,1);0.307235;0.539232;
1199;(115210,1,8);0.307237;0.538782;
1200;(84414,0,13);0.307317;0.538333;
1201;(33507,3,0);0.307381;0.537885;
1202;(36427,7,0);0.307552;0.537438;
1203;(109531,2,53);0.307627;0.536991;
1204;(115642,4,0);0.307627;0.536545;
1205;(24645,0,169);0.307716;0.536100;
1206;(77780,0,7);0.308046;0.535655;
1207;(7259,0,2);0.308094;0.535211;
1208;(62844,4,7);0.308203;0.534768;
1209;(87819,0,48);0.308213;0.534326;
1210;(53046,1,435);0.308328;0.533884;
1211;(41229,3,2);0.308555;0.533443;
1212;(86546,3,12);0.308555;0.533003;
1213;(93205,3,12);0.308555;0.532564;
1214;(41421,1,14);0.308588;0.532125;
1215;(12272,1,1);0.308733;0.531687;
1216;(64501,0,6);0.308821;0.531250;
1217;(98882,0,3);0.308857;0.530813;
1218;(70378,1,3);0.308868;0.530378;
1219;(103783,1,163);0.308985;0.529943;
1220;(10083,4,36);0.309003;0.529508;
1221;(79068,3,5);0.309172;0.529075;
1222;(99356,0,42);0.309251;0.528642;
1223;(66524,4,64);0.309274;0.528209;
1224;(82040,0,5);0.309288;0.527778;
1225;(103691,0,21);0.309335;0.527347;
1226;(10896,1,9);0.309348;0.526917;
1227;(16296,1,5);0.309348;0.526487;
1228;(18003,1,3);0.309348;0.526059;
1229;(22467,1,5);0.309348;0.525631;
1230;(22696,1,5);0.309348;0.525203;
1231;(22796,1,6);0.309348;0.524777;
1232;(24556,1,5);0.309348;0.524351;
1233;(25319,1,2);0.309348;0.523925;
1234;(25325,1,5);0.309348;0.523501;
1235;(28900,1,6);0.309348;0.523077;
1236;(40849,1,5);0.309348;0.522654;
1237;(45497,1,2);0.309348;0.522231;
1238;(45726,1,9);0.309348;0.521809;
1239;(56133,1,7);0.309348;0.521388;
1240;(57550,1,3);0.309348;0.520968;
1241;(57803,1,4);0.309348;0.520548;
1242;(58165,1,4);0.309348;0.520129;
1243;(58338,1,2);0.309348;0.519710;
1244;(62524,1,2);0.309348;0.519293;
1245;(71830,1,11);0.309348;0.518875;
1246;(81246,1,7);0.309348;0.518459;
1247;(83476,1,6);0.309348;0.518043;
1248;(85602,1,6);0.309348;0.517628;
1249;(88462,1,3);0.309348;0.517214;
1250;(90460,1,5);0.309348;0.516800;
1251;(91130,1,6);0.309348;0.516387;
1252;(98518,1,5);0.309348;0.515974;
1253;(102882,1,5);0.309348;0.515563;
1254;(103501,1,8);0.309348;0.515152;
1255;(104681,1,2);0.309348;0.514741;
1256;(106777,1,2);0.309348;0.514331;
1257;(109436,1,7);0.309348;0.513922;
1258;(110166,1,5);0.309348;0.513514;
1259;(112462,1,5);0.309348;0.513106;
1260;(52533,1,30);0.309378;0.512698;
1261;(100993,3,60);0.309402;0.512292;
1262;(98882,0,4);0.309483;0.511886;
1263;(35209,1,2);0.309531;0.511481;
1264;(98936,1,712);0.309608;0.511076;
1265;(31423,3,2060);0.309698;0.510672;
1266;(84954,3,578);0.309816;0.510269;
1267;(113663,0,172);0.309863;0.509866;
1268;(13327,0,23);0.309943;0.509464;
1269;(72473,8,25);0.309951;0.509062;
1270;(94429,4,79);0.310041;0.508661;
1271;(97436,1,9);0.310041;0.508261;
1272;(111233,4,79);0.310041;0.507862;
1273;(70463,3,14);0.310070;0.507463;
1274;(19512,1,0);0.310180;0.507064;
1275;(49275,4,1);0.310247;0.506667;
1276;(57895,4,0);0.310280;0.506270;
1277;(45639,1,12);0.310344;0.505873;
1278;(106013,1,86);0.310382;0.505477;
1279;(19738,2,43);0.310391;0.505082;
1280;(93241,7,2);0.310391;0.504687;
1281;(25046,2,13);0.310392;0.504294;
1282;(63301,0,16);0.310510;0.503900;
1283;(64097,0,25);0.310510;0.503507;
1284;(66387,0,40);0.310510;0.503115;
1285;(81299,0,0);0.310510;0.502724;
1286;(4998,1,6);0.310533;0.502333;
1287;(7599,0,24);0.310570;0.501943;
1288;(115702,2,6);0.310623;0.501553;
1289;(7618,2,5);0.310636;0.501164;
1290;(88856,1,17);0.310640;0.500775;
1291;(40397,2,53);0.310810;0.500387;
1292;(25471,1,8);0.310825;0.500000;
1293;(95092,1,0);0.310825;0.499613;
1294;(6601,1,2);0.310865;0.499227;
1295;(62509,1,2);0.310865;0.498842;
1296;(90174,2,3);0.310907;0.498457;
1297;(32628,2,68);0.310938;0.498072;
1298;(84706,2,8);0.310938;0.497689;
1299;(35267,1,16);0.310984;0.497306;
1300;(57296,3,48);0.311027;0.496923;
1301;(5527,0,10);0.311160;0.496541;
1302;(37079,0,90);0.311210;0.496160;
1303;(89954,2,1);0.311227;0.495779;
1304;(8772,1,28);0.311238;0.495399;
1305;(97436,1,3);0.311238;0.495019;
1306;(115451,2,22);0.311238;0.494640;
1307;(1290,0,7);0.311345;0.494262;
1308;(3433,0,7);0.311345;0.493884;
1309;(5419,0,7);0.311345;0.493506;
1310;(104525,0,7);0.311345;0.493130;
1311;(54015,0,578);0.311346;0.492754;
1312;(20973,1,3);0.311407;0.492378;
1313;(47559,0,21);0.311425;0.492003;
1314;(16154,0,2);0.311438;0.491629;
1315;(38065,0,3);0.311438;0.491255;
