k;s;d;recall;
2587;(3248,2,62);0.333903;0.249710;
2588;(3268,2,18);0.333903;0.249614;
2589;(3280,2,2);0.333903;0.249517;
2590;(3332,2,9);0.333903;0.249421;
2591;(3339,2,26);0.333903;0.249325;
2592;(3381,2,5);0.333903;0.249228;
2593;(3440,2,5);0.333903;0.249132;
2594;(3492,2,4);0.333903;0.249036;
2595;(3506,2,16);0.333903;0.248940;
2596;(3520,2,12);0.333903;0.248844;
2597;(3584,2,7);0.333903;0.248749;
2598;(3872,2,30);0.333903;0.248653;
2599;(4006,2,2);0.333903;0.248557;
2600;(4017,2,23);0.333903;0.248462;
2601;(4037,2,44);0.333903;0.248366;
2602;(3949,2,12);0.333903;0.248271;
2603;(4063,2,316);0.333903;0.248175;
2604;(4079,2,49);0.333903;0.248080;
2605;(4185,2,27);0.333903;0.247985;
2606;(4221,2,3);0.333903;0.247889;
2607;(4245,2,16);0.333903;0.247794;
2608;(4318,2,2);0.333903;0.247699;
2609;(4637,2,24);0.333903;0.247604;
2610;(4683,2,2);0.333903;0.247510;
2611;(4710,2,3);0.333903;0.247415;
2612;(4737,2,39);0.333903;0.247320;
2613;(4758,2,13);0.333903;0.247225;
2614;(5211,2,13);0.333903;0.247131;
2615;(5213,2,1);0.333903;0.247036;
2616;(5240,2,7);0.333903;0.246942;
2617;(5251,2,7);0.333903;0.246848;
2618;(5347,2,16);0.333903;0.246753;
2619;(5412,2,75);0.333903;0.246659;
2620;(5469,2,53);0.333903;0.246565;
2621;(5591,2,4);0.333903;0.246471;
2622;(5619,2,2);0.333903;0.246377;
2623;(5639,2,69);0.333903;0.246283;
2624;(5648,2,8);0.333903;0.246189;
2625;(5736,2,22);0.333903;0.246095;
2626;(5796,2,30);0.333903;0.246002;
2627;(5901,2,20);0.333903;0.245908;
2628;(5979,2,27);0.333903;0.245814;
2629;(5988,2,95);0.333903;0.245721;
2630;(5991,2,10);0.333903;0.245627;
2631;(6088,2,4);0.333903;0.245534;
2632;(6154,2,167);0.333903;0.245441;
2633;(6286,2,14);0.333903;0.245348;
2634;(6353,2,25);0.333903;0.245254;
2635;(6530,2,21);0.333903;0.245161;
2636;(6636,2,22);0.333903;0.245068;
2637;(6733,2,2);0.333903;0.244975;
2638;(6738,2,138);0.333903;0.244882;
2639;(6744,2,9);0.333903;0.244790;
2640;(6781,2,19);0.333903;0.244697;
2641;(6995,2,8);0.333903;0.244604;
2642;(6929,2,94);0.333903;0.244512;
2643;(6967,2,39);0.333903;0.244419;
2644;(7247,2,7);0.333903;0.244327;
2645;(7248,2,219);0.333903;0.244234;
2646;(7334,2,5);0.333903;0.244142;
2647;(7510,2,15);0.333903;0.244050;
2648;(7534,2,182);0.333903;0.243958;
2649;(7540,2,13);0.333903;0.243866;
2650;(7630,2,9);0.333903;0.243774;
2651;(7763,2,115);0.333903;0.243682;
2652;(7700,2,42);0.333903;0.243590;
2653;(7735,2,88);0.333903;0.243498;
2654;(7808,2,13);0.333903;0.243406;
2655;(8111,2,28);0.333903;0.243315;
2656;(8270,2,59);0.333903;0.243223;
2657;(8289,2,65);0.333903;0.243131;
2658;(8343,2,107);0.333903;0.243040;
2659;(8374,2,33);0.333903;0.242948;
2660;(8402,2,9);0.333903;0.242857;
2661;(8568,2,5);0.333903;0.242766;
2662;(8666,2,43);0.333903;0.242675;
2663;(8793,2,70);0.333903;0.242584;
2664;(8882,2,5);0.333903;0.242492;
2665;(8803,2,14);0.333903;0.242401;
2666;(8998,2,10);0.333903;0.242311;
2667;(8911,2,6);0.333903;0.242220;
2668;(8950,2,39);0.333903;0.242129;
2669;(9039,2,34);0.333903;0.242038;
2670;(9059,2,37);0.333903;0.241948;
2671;(9133,2,40);0.333903;0.241857;
2672;(9135,2,14);0.333903;0.241766;
2673;(9261,2,14);0.333903;0.241676;
2674;(9352,2,26);0.333903;0.241586;
2675;(9432,2,7);0.333903;0.241495;
2676;(9484,2,18);0.333903;0.241405;
2677;(9517,2,167);0.333903;0.241315;
2678;(9528,2,29);0.333903;0.241225;
2679;(9557,2,4);0.333903;0.241135;
2680;(9639,2,23);0.333903;0.241045;
2681;(9954,2,12);0.333903;0.240955;
2682;(9949,2,30);0.333903;0.240865;
2683;(10035,2,216);0.333903;0.240775;
2684;(10138,2,4);0.333903;0.240686;
2685;(10210,2,7);0.333903;0.240596;
2686;(10315,2,6);0.333903;0.240506;
2687;(10382,2,5);0.333903;0.240417;
2688;(10567,2,7);0.333903;0.240327;
2689;(10866,2,9);0.333903;0.240238;
2690;(10976,2,24);0.333903;0.240149;
2691;(10987,2,24);0.333903;0.240059;
2692;(11009,2,4);0.333903;0.239970;
2693;(11156,2,91);0.333903;0.239881;
2694;(11193,2,8);0.333903;0.239792;
2695;(11203,2,8);0.333903;0.239703;
2696;(11233,2,4);0.333903;0.239614;
2697;(11381,2,2);0.333903;0.239525;
2698;(11468,2,25);0.333903;0.239437;
2699;(11805,2,3);0.333903;0.239348;
2700;(11807,2,4);0.333903;0.239259;
2701;(11972,2,75);0.333903;0.239171;
2702;(11910,2,2);0.333903;0.239082;
2703;(12252,2,6);0.333903;0.238994;
2704;(12423,2,19);0.333903;0.238905;
2705;(12464,2,44);0.333903;0.238817;
2706;(12550,2,17);0.333903;0.238729;
2707;(12584,2,14);0.333903;0.238641;
2708;(12619,2,264);0.333903;0.238552;
2709;(12701,2,4);0.333903;0.238464;
2710;(12855,2,8);0.333903;0.238376;
2711;(12869,2,19);0.333903;0.238288;
2712;(12878,2,23);0.333903;0.238201;
2713;(12886,2,82);0.333903;0.238113;
2714;(12928,2,15);0.333903;0.238025;
2715;(12953,2,2);0.333903;0.237937;
2716;(12977,2,5);0.333903;0.237850;
2717;(13002,2,21);0.333903;0.237762;
2718;(13005,2,11);0.333903;0.237675;
2719;(13097,2,61);0.333903;0.237587;
2720;(13269,2,4);0.333903;0.237500;
2721;(13416,2,6);0.333903;0.237413;
2722;(13513,2,3);0.333903;0.237325;
2723;(13679,2,5);0.333903;0.237238;
2724;(13749,2,6);0.333903;0.237151;
2725;(13781,2,122);0.333903;0.237064;
2726;(14082,2,5);0.333903;0.236977;
2727;(13933,2,107);0.333903;0.236890;
2728;(13992,0,12);0.333903;0.236804;
2729;(14116,2,7);0.333903;0.236717;
2730;(14179,2,36);0.333903;0.236630;
2731;(14197,2,12);0.333903;0.236543;
2732;(14351,2,2);0.333903;0.236457;
2733;(14413,2,44);0.333903;0.236370;
2734;(14593,2,100);0.333903;0.236284;
2735;(14711,2,38);0.333903;0.236197;
2736;(14759,2,9);0.333903;0.236111;
2737;(15113,2,9);0.333903;0.236025;
2738;(14839,2,2);0.333903;0.235939;
2739;(14897,2,4);0.333903;0.235852;
2740;(14916,2,20);0.333903;0.235766;
2741;(14923,2,28);0.333903;0.235680;
2742;(14974,2,1);0.333903;0.235594;
2743;(15057,2,24);0.333903;0.235509;
2744;(15278,2,27);0.333903;0.235423;
2745;(15353,2,27);0.333903;0.235337;
2746;(15391,2,45);0.333903;0.235251;
2747;(15525,2,23);0.333903;0.235166;
2748;(15678,2,2);0.333903;0.235080;
2749;(15861,2,3);0.333903;0.234995;
2750;(16025,2,100);0.333903;0.234909;
2751;(16027,2,4);0.333903;0.234824;
2752;(16073,2,6);0.333903;0.234738;
2753;(16123,2,12);0.333903;0.234653;
2754;(16185,2,4);0.333903;0.234568;
2755;(16205,2,5);0.333903;0.234483;
2756;(16557,2,27);0.333903;0.234398;
2757;(16588,2,12);0.333903;0.234313;
2758;(16622,2,611);0.333903;0.234228;
2759;(16640,2,58);0.333903;0.234143;
2760;(16666,2,66);0.333903;0.234058;
2761;(16667,2,4);0.333903;0.233973;
2762;(16735,2,19);0.333903;0.233888;
2763;(16824,2,20);0.333903;0.233804;
2764;(16912,2,18);0.333903;0.233719;
2765;(16946,2,34);0.333903;0.233635;
2766;(16961,2,41);0.333903;0.233550;
2767;(16964,2,3);0.333903;0.233466;
2768;(17096,2,93);0.333903;0.233382;
2769;(17195,2,4);0.333903;0.233297;
2770;(17231,2,5);0.333903;0.233213;
2771;(17384,2,17);0.333903;0.233129;
2772;(17385,2,93);0.333903;0.233045;
2773;(17478,2,90);0.333903;0.232961;
2774;(17505,2,65);0.333903;0.232877;
2775;(17552,2,45);0.333903;0.232793;
2776;(17682,2,2);0.333903;0.232709;
2777;(17809,2,10);0.333903;0.232625;
2778;(17895,2,11);0.333903;0.232541;
2779;(17919,2,30);0.333903;0.232458;
2780;(18120,2,10);0.333903;0.232374;
2781;(18133,2,15);0.333903;0.232291;
2782;(18143,2,3);0.333903;0.232207;
2783;(18188,2,13);0.333903;0.232124;
2784;(18279,2,14);0.333903;0.232040;
2785;(18413,2,30);0.333903;0.231957;
2786;(18348,2,13);0.333903;0.231874;
2787;(18364,2,15);0.333903;0.231790;
2788;(18559,2,34);0.333903;0.231707;
2789;(18575,2,6);0.333903;0.231624;
2790;(18618,2,9);0.333903;0.231541;
2791;(18778,2,3);0.333903;0.231458;
2792;(19099,2,4);0.333903;0.231375;
2793;(19026,2,2);0.333903;0.231293;
2794;(19068,2,5);0.333903;0.231210;
2795;(18915,2,3);0.333903;0.231127;
2796;(19187,2,79);0.333903;0.231044;
2797;(19211,2,5);0.333903;0.230962;
2798;(19281,2,44);0.333903;0.230879;
2799;(19323,2,11);0.333903;0.230797;
2800;(19350,2,276);0.333903;0.230714;
2801;(19480,2,49);0.333903;0.230632;
2802;(19614,2,32);0.333903;0.230550;
2803;(19766,2,9);0.333903;0.230467;
2804;(19781,2,63);0.333903;0.230385;
2805;(19816,2,12);0.333903;0.230303;
2806;(19868,2,2);0.333903;0.230221;
2807;(19875,2,4);0.333903;0.230139;
2808;(19882,2,4);0.333903;0.230057;
2809;(19890,2,8);0.333903;0.229975;
2810;(19960,2,43);0.333903;0.229893;
2811;(20022,2,2);0.333903;0.229811;
2812;(20245,2,23);0.333903;0.229730;
2813;(20275,2,20);0.333903;0.229648;
2814;(20285,2,88);0.333903;0.229566;
2815;(20308,2,20);0.333903;0.229485;
2816;(20473,2,166);0.333903;0.229403;
2817;(20531,2,4);0.333903;0.229322;
2818;(20852,2,8);0.333903;0.229241;
2819;(20879,2,8);0.333903;0.229159;
2820;(21072,2,3);0.333903;0.229078;
2821;(21217,2,5);0.333903;0.228997;
2822;(21264,2,1);0.333903;0.228916;
2823;(21300,2,30);0.333903;0.228835;
2824;(21380,2,20);0.333903;0.228754;
2825;(21396,2,4);0.333903;0.228673;
2826;(21507,2,9);0.333903;0.228592;
2827;(21511,2,31);0.333903;0.228511;
2828;(21516,2,5);0.333903;0.228430;
2829;(21527,2,202);0.333903;0.228349;
2830;(21542,2,22);0.333903;0.228269;
2831;(21650,2,90);0.333903;0.228188;
2832;(21665,2,102);0.333903;0.228107;
2833;(21733,2,9);0.333903;0.228027;
2834;(21781,2,69);0.333903;0.227946;
2835;(21880,2,23);0.333903;0.227866;
2836;(22171,2,47);0.333903;0.227786;
2837;(22236,2,11);0.333903;0.227705;
2838;(22264,2,36);0.333903;0.227625;
2839;(22301,2,16);0.333903;0.227545;
2840;(22337,2,20);0.333903;0.227465;
2841;(22378,2,37);0.333903;0.227385;
2842;(22385,1,7);0.333903;0.227305;
2843;(22441,2,12);0.333903;0.227225;
2844;(22548,2,26);0.333903;0.227145;
2845;(22572,2,13);0.333903;0.227065;
2846;(22860,2,1);0.333903;0.226985;
2847;(22882,2,27);0.333903;0.226906;
2848;(23117,2,5);0.333903;0.226826;
2849;(23180,2,5);0.333903;0.226746;
2850;(23335,2,47);0.333903;0.226667;
2851;(23386,2,28);0.333903;0.226587;
2852;(23398,2,21);0.333903;0.226508;
2853;(23418,2,8);0.333903;0.226428;
2854;(23423,2,27);0.333903;0.226349;
2855;(23462,2,46);0.333903;0.226270;
2856;(23611,2,49);0.333903;0.226190;
2857;(23738,2,11);0.333903;0.226111;
2858;(23784,2,43);0.333903;0.226032;
2859;(23837,2,6);0.333903;0.225953;
2860;(23873,1,2);0.333903;0.225874;
2861;(23926,2,8);0.333903;0.225795;
2862;(23989,2,15);0.333903;0.225716;
2863;(23996,2,44);0.333903;0.225637;
2864;(24038,2,12);0.333903;0.225559;
2865;(24044,2,32);0.333903;0.225480;
2866;(24052,2,72);0.333903;0.225401;
2867;(24164,2,3);0.333903;0.225323;
2868;(24175,2,5);0.333903;0.225244;
2869;(24264,2,42);0.333903;0.225166;
2870;(24341,2,471);0.333903;0.225087;
2871;(24464,2,19);0.333903;0.225009;
2872;(24521,2,10);0.333903;0.224930;
2873;(24714,2,16);0.333903;0.224852;
2874;(24775,2,18);0.333903;0.224774;
2875;(24792,2,37);0.333903;0.224696;
2876;(24804,2,10);0.333903;0.224618;
2877;(24813,2,15);0.333903;0.224539;
2878;(24842,2,48);0.333903;0.224461;
2879;(24908,2,5);0.333903;0.224383;
2880;(25049,2,7);0.333903;0.224306;
2881;(25060,2,13);0.333903;0.224228;
2882;(25162,2,37);0.333903;0.224150;
2883;(25192,1,1);0.333903;0.224072;
2884;(25381,2,4);0.333903;0.223994;
2885;(25670,2,21);0.333903;0.223917;
2886;(25756,2,11);0.333903;0.223839;
2887;(25766,2,12);0.333903;0.223762;
2888;(25779,2,42);0.333903;0.223684;
2889;(25830,2,17);0.333903;0.223607;
2890;(25863,2,4);0.333903;0.223529;
2891;(25871,2,11);0.333903;0.223452;
2892;(26033,2,13);0.333903;0.223375;
2893;(25899,2,12);0.333903;0.223298;
2894;(25902,2,18);0.333903;0.223220;
2895;(25916,2,28);0.333903;0.223143;
2896;(26013,2,15);0.333903;0.223066;
2897;(25972,2,8);0.333903;0.222989;
2898;(25990,2,38);0.333903;0.222912;
2899;(25992,2,5);0.333903;0.222835;
2900;(26036,2,20);0.333903;0.222759;
2901;(26123,2,7);0.333903;0.222682;
2902;(26386,2,45);0.333903;0.222605;
2903;(26454,2,6);0.333903;0.222528;
2904;(26510,2,4);0.333903;0.222452;
2905;(26514,2,26);0.333903;0.222375;
2906;(26535,2,12);0.333903;0.222299;
2907;(26537,2,27);0.333903;0.222222;
2908;(26541,2,41);0.333903;0.222146;
2909;(26690,2,4);0.333903;0.222069;
2910;(26696,2,26);0.333903;0.221993;
2911;(26780,2,2);0.333903;0.221917;
2912;(26785,2,22);0.333903;0.221841;
2913;(26828,2,8);0.333903;0.221765;
2914;(26843,2,10);0.333903;0.221688;
2915;(26898,2,24);0.333903;0.221612;
2916;(26903,2,16);0.333903;0.221536;
2917;(27012,2,14);0.333903;0.221460;
2918;(27132,2,101);0.333903;0.221385;
2919;(27210,2,8);0.333903;0.221309;
2920;(27244,2,36);0.333903;0.221233;
2921;(27275,2,81);0.333903;0.221157;
2922;(27405,2,20);0.333903;0.221081;
2923;(27473,2,9);0.333903;0.221006;
2924;(27551,2,7);0.333903;0.220930;
2925;(27645,2,11);0.333903;0.220855;
2926;(27722,2,2);0.333903;0.220779;
2927;(27755,2,95);0.333903;0.220704;
2928;(28139,2,8);0.333903;0.220628;
2929;(27955,2,60);0.333903;0.220553;
2930;(27992,2,17);0.333903;0.220478;
2931;(28229,2,2);0.333903;0.220403;
2932;(28270,2,9);0.333903;0.220327;
2933;(28374,2,97);0.333903;0.220252;
2934;(28327,2,10);0.333903;0.220177;
2935;(28332,2,200);0.333903;0.220102;
2936;(28505,2,59);0.333903;0.220027;
2937;(28583,2,37);0.333903;0.219952;
2938;(28662,2,26);0.333903;0.219877;
2939;(28804,0,6);0.333903;0.219803;
2940;(29040,2,31);0.333903;0.219728;
2941;(28830,2,23);0.333903;0.219653;
2942;(28835,1,7);0.333903;0.219579;
2943;(28847,2,18);0.333903;0.219504;
2944;(29292,2,6);0.333903;0.219429;
2945;(29409,2,4);0.333903;0.219355;
2946;(29325,2,159);0.333903;0.219280;
2947;(29427,2,23);0.333903;0.219206;
2948;(29474,2,9);0.333903;0.219132;
2949;(29511,2,16);0.333903;0.219057;
2950;(29711,2,5);0.333903;0.218983;
2951;(29792,2,2);0.333903;0.218909;
2952;(29847,2,66);0.333903;0.218835;
2953;(29919,2,3);0.333903;0.218761;
2954;(29920,2,2);0.333903;0.218687;
2955;(29921,2,13);0.333903;0.218613;
2956;(29932,2,24);0.333903;0.218539;
2957;(29994,2,35);0.333903;0.218465;
2958;(30332,2,44);0.333903;0.218391;
2959;(30154,2,44);0.333903;0.218317;
2960;(30160,2,61);0.333903;0.218243;
2961;(30348,2,378);0.333903;0.218170;
2962;(30384,2,13);0.333903;0.218096;
2963;(30611,2,4);0.333903;0.218022;
2964;(30649,2,22);0.333903;0.217949;
2965;(30892,2,4);0.333903;0.217875;
2966;(30927,2,12);0.333903;0.217802;
2967;(30949,2,4);0.333903;0.217728;
2968;(31493,2,5);0.333903;0.217655;
2969;(31560,2,8);0.333903;0.217582;
2970;(31754,2,4);0.333903;0.217508;
2971;(31768,2,17);0.333903;0.217435;
2972;(32191,2,3);0.333903;0.217362;
2973;(32529,2,17);0.333903;0.217289;
2974;(32663,2,30);0.333903;0.217216;
2975;(32722,2,28);0.333903;0.217143;
2976;(32802,2,75);0.333903;0.217070;
2977;(32844,2,22);0.333903;0.216997;
2978;(32855,2,20);0.333903;0.216924;
2979;(32900,2,9);0.333903;0.216851;
2980;(32940,2,15);0.333903;0.216779;
2981;(32984,2,66);0.333903;0.216706;
2982;(33037,2,106);0.333903;0.216633;
2983;(33099,2,3);0.333903;0.216561;
2984;(33165,2,33);0.333903;0.216488;
2985;(33255,2,87);0.333903;0.216415;
2986;(33399,2,15);0.333903;0.216343;
2987;(33525,2,11);0.333903;0.216271;
2988;(33547,2,4);0.333903;0.216198;
2989;(33625,2,11);0.333903;0.216126;
2990;(33639,2,4);0.333903;0.216054;
2991;(33754,2,23);0.333903;0.215981;
2992;(33797,2,8);0.333903;0.215909;
2993;(33834,2,16);0.333903;0.215837;
2994;(33928,2,9);0.333903;0.215765;
2995;(33850,2,8);0.333903;0.215693;
2996;(34038,2,31);0.333903;0.215621;
2997;(34151,2,542);0.333903;0.215549;
2998;(34216,2,4);0.333903;0.215477;
2999;(34299,2,5);0.333903;0.215405;
3000;(34540,2,4);0.333903;0.215333;
